id,title,time,source,description
beincrypto:4a8b260cb094b:0,Top 3 Artificial Intelligence (AI) Altcoins for the Third Week of June 2024,"Fri, 21 Jun 2024 09:18:10 GMT",Beincrypto,"So far, the week has been interesting for artificial intelligence and big data crypto projects and tokens. Fueled by Nvidia (NVDA) surpassing Microsoft (MSFT) to become the world’s most valuable company, some of these assets have experienced double-digit price rallies over the past week. 

 During the period in consideration, HashAI (HASHAI), Turbo (TURBO), and 0x0.ai (0x0) are the AI-based tokens with the most gains.  

 HashAI (HASHAI) Forms an Ascending Channel 

 HASHAI is the native token of HashAI, a crypto project that uses artificial intelligence to optimize cryptocurrency mining. Exchanging hands at $0.0010 at press time, the altcoin’s value has surged by 18% in the last seven days. 

 The price hike comes after the token plummeted to an all-time low of $0.00075 on June 14. However, as the demand for the altcoin climbed, its price has since grown by 36%. 

 Assessed on a one-day chart, HASHAI’s price has formed an ascending channel. This is a bullish signal, as this channel is formed when an asset’s price makes a series of higher highs and higher lows, thereby creating an uptrend.  

 Confirming the spike in its buying pressure in the past few days, HASHAI’s price is poised to cross above its 20-day Exponential Moving Average (EMA). This key moving average measures the token’s average price over the past 20 days.  

 Its price rally towards the 20-day EMA indicates that buying pressure for HASHAI among market participants exceeds the selling momentum. 

 If the demand for the AI coin continues to grow, it might rally to exchange hands at $0.0064 and head toward the upper line of the ascending channel, which currently forms resistance.  

 Turbo (TURBO) Charges to New Highs 

 Referred to as the first-ever memecoin created by AI, Turbo’s (TURBO) price has risen by 15% in the past seven days.  

 Last week’s rally forms an extension of the month-long rally in TURBO’s price. At press time, the altcoin trades hands at $0.0054. In the last month, its price has skyrocketed by 317%.  

 Confirming the bullish bias towards the token, readings from its Directional Movement Index (DMI) show its positive index (blue) at 30.21 above its negative index (orange) at 19.35.  

 An asset’s DMI measures its market trend and gauges its strength. When the positive index lies above the negative index, it suggests that price growth is strong. Traders often interpret this as a signal to consider entering or holding onto long positions. 

 If the demand for TURBO is maintained, its price may rally to $0.0060. 

 However, if profit-taking activity commences, this projection will be invalidated, and the token’s price may fall to $0.0053. 

 0x0.ai (0x0) Secures Gains for Its Holders 

 Housed on the Ethereum network, 0x0.ai uses AI to provide its users with a high degree of privacy for their transactions. Its native token, 0x0, has seen its value climb by 11% in the last seven days.  

 This rally comes after an extended period of decline in the altcoin’s value. On June 18, 0x0 closed a four-month low of $0.19.  

 However, the AI token initiated an uptrend as market sentiment shifted from bearish to bullish. As of this writing, 0x0 exchanges hands at 0.24. 

 According to the altcoin’s Moving average convergence/divergence (MACD) indicator, its MACD line (blue) has crossed above its signal line (orange) and is in an uptrend towards the zero line. 

 An asset’s MACD indicator tracks its price trends and momentum. When set up this way, the shorter-term moving average accelerates faster than the longer-term moving average. This is a bullish signal that traders interpret as a sign to take long positions. 

 If this bullish trend continues, 0x0 might be sold at $0.26 per token.  

 "
u_today:d6130a486094b:0,SHIB on Verge of Breakout? Here's What Shiba Inu Insider Says,"Fri, 21 Jun 2024 08:55:00 GMT",U.Today,"In a recent tweet, the Shiba Inu team’s marketing lead, Lucie, addressed the SHIB army as she was pondering whether the SHIB meme coin is about to enter the “optimism,” stage, which promises a major price surge. 

 The next stages after “optimism” are “belief,” “thrill” and “euphoria,” with price jumps even higher. 

 SHIB executive hints at possible surge soon 

 Lucie published a screenshot of the “Wall Street Cheat Sheet,” which shows all the psychological stages of a market cycle reached by assets, with all the ups and downs – disbelief, hope, optimism, belief, complacency, anxiety, denial and several others. 

 Before optimism?  

 Yes or no? $SHIB pic.twitter.com/X0nqwnFqQN— 𝐋𝐔𝐂𝐈𝐄 | SHIB.IO (@LucieSHIB) June 20, 2024 

 Lucie believes that Shiba Inu might be about to enter the “optimism” stage, which is characterized by a notable price increase. This step on the diagram is described as, “This rally is real.” 

 “Optimism” is followed by “belief” (“Time to get fully invested,” the diagram says), then comes “thrill” (“I will buy more on margin. Gotta tell everyone to buy!”), and “euphoria” (accompanied by slogans: “I’m a genius! We’re all going to be rich!”). 

 SHIB price action 

 The reaction of the SHIB army to that statement was mixed, with many optimistically agreeing with Lucie and expecting a price increase soon. However, many SHIB fans in the comments also expressed their doubt and uncertainty about Lucie’s assumptions. 

 After the massive 11% decline that SHIB saw on Tuesday (with a large red hourly candle), the second largest meme cryptocurrency has been trading sideways, moving in a range between the $0.00001772 support and the $0.00001891 resistance, striving to break through the latter. 

 SHIB burns soar 530% 

 Meanwhile, a major Shiba Inu metric, the burn rate, has demonstrated an impressive 530% increase over the past 24 hours. Thus, a total of 37,534,163 meme coins were transferred to unspendable blockchain addresses. 

 Out of 13 transactions, six were made from the same -d3e43 wallet, as it burned 15.8 million SHIB. The largest transaction, made by another wallet, carried 10,027,548 SHIB. 

 So far, 410,727,009,502,240 SHIB from the total circulating supply have been burned already. However, the 410 trillion SHIB were burned by Ethereum cofounder Vitalik Buterin in 2021. The rest has been burned since the start of 2022 by the joint forces of the community and the SHIB team. 

 "
cointelegraph:687bfb332094b:0,FCA busts suspects in $1.2B illegal crypto asset business,"Fri, 21 Jun 2024 08:44:38 GMT",Cointelegraph,"The Financial Conduct Authority (FCA) in the United Kingdom said it arrested two individuals suspected of operating an illegal crypto asset exchange.  

 On June 19, the FCA said the illegal business was believed to have bought and sold more than 1 billion British pounds ($1.2 billion) worth of unregistered crypto assets. During raids of offices associated with the suspects, the FCA seized multiple digital devices.  

 FCA compliance 

 Therese Chambers, the executive director of enforcement and market oversight at the FCA, said that the regulator plays an “important role” in keeping “dirty money out of the U.K. financial system.” 

 The FCA interviewed the two suspects who were arrested and released on bail, though the investigation is ongoing.  

 In the U.K., crypto asset exchange operators must register with the FCA directly and comply with money laundering regulations to ensure legal operations. This has been the case since January 2021.  

 Charlotte Tregunna, a crypto fraud expert and partner at the business crime law firm Peters & Peters, said that given that these exchange requirements have been active for so long, it would be “difficult to persuade the FCA” that it is unaware of any requirements.  

 "
u_today:1ce18ced2094b:0,XRP Co-Creator Reacts to Alarm Regarding Potential Tether-Fueled Bubble,"Fri, 21 Jun 2024 08:44:00 GMT",U.Today,"David Schwartz, CTO of Ripple and co-creator of XRP, has weighed in on the growing concerns over Tether's influence on the Bitcoin and other financial markets. These concerns revolve around allegations that Tether, through its USDT stablecoin, is artificially inflating the value of cryptocurrency and propping up the U.S. bond market. 

 The debate has been sparked by claims that Tether's operations involve a revolving door between Tether, Bitcoin and the U.S. bond market. Critics argue that by creating artificial liquidity, Tether is propping up the largest financial bubble in history. They highlight the intertwined nature of Tether and Bitcoin, suggesting that if bonds fail, BTC could follow suit due to this perplexing system. 

 It makes no difference. Whether someone does or doesn't, the newly created tether is newly created value and no existing value is destroyed. Same for bank deposits, same for loans, same for bitcoin mining.— David ""JoelKatz"" Schwartz (@JoelKatz) June 20, 2024 

 Tether's latest data shows that all of its tokens are pegged 1-to-1 to a corresponding fiat currency and are fully backed by Tether's reserves. These reserves consist primarily of cash equivalents, U.S. Treasury bills, precious metals, Bitcoin and other investments.  

 However, the composition of these reserves has raised eyebrows, particularly reliance on ""T-Bills,"" which make up nearly 80% of cash equivalents. 

 In response to these concerns, Schwartz emphasized the basic principles of how financial systems work. He explained that the creation of new assets, whether Bitcoin, USDT or traditional bank deposits, inherently adds value to the existing pool of assets without destroying existing value.  

 Schwartz's perspective aims to demystify the process, emphasizing that newly created assets contribute to the total value in the system, not detracting from preexisting assets. 

 "
beincrypto:7cfc074e9094b:0,Bitwise’s Bold Ethereum Ad Campaign Pokes Fun at Traditional Finance’s Limitations,"Fri, 21 Jun 2024 08:43:55 GMT",Beincrypto,"Asset management giant Bitwise recently launched a groundbreaking advertisement campaign for Ethereum ETHUSD. The 39-second advertisement emphasizes Ethereum’s unique capabilities compared to traditional finance. 

 The ad, featuring Michael Tacconi as Ethereum and Jamie Kaler as Big Finance, humorously showcases Ethereum’s 24/7 accessibility. 

 Bitwise Campaign Mints TV Ad as NFT to Support Developers 

 The ad begins with Tacconi introducing himself as Ethereum, while Kaler, representing Big Finance, appears exhausted from his workday. Ethereum highlights its continuous availability, starkly contrasting Big Finance’s limited schedule. 

 It cleverly demonstrates Ethereum’s capabilities in stablecoins, NFTs, and loans, which are accessible 24/7. This humorous yet informative approach aims to educate and engage viewers about Ethereum’s benefits. 

 Victoria Kulbanska Anderson, Bitwise’s Head of Growth Marketing, acknowledged Ethereum as the most versatile blockchain. She also expressed excitement about the campaign’s potential to highlight Ethereum’s features in an accessible and humorous way. 

 “With this campaign, we wanted to bring that versatility to life in a memorable way. There’s something about personifying Ethereum as a contrast to legacy financial and tech platforms that both highlight its potential and spotlights just how inefficient the status quo can be. With these ads, we’re excited to point to Ethereum’s groundbreaking potential with the approachability, wit, and crypto-native ethos that has always defined Bitwise,” she explained. 

 The ad campaign will run on several of the nation’s largest business news networks and other paid channels. Additionally, Bitwise launches the ad as a non-fungible token NFTUSDT. Viewers can mint the “Big Finance Sleeps” video as an NFT on Zora Network. 

 At the time of writing, it has been minted 1,479 times and is part of the “Ethereum vs. Status Quo” NFT collection. Proceeds from the minting will be split evenly between the Protocol Guild, which supports Ethereum open-source developers, and the video’s actors. 

 Bitwise’s ad release followed a similar move from another asset manager, VanEck. BeInCrypto reported in May that VanEck launched an Ethereum advertisement less than an hour after the US Securities and Exchange Commission (SEC) announced the approval of the 19b-4 form for spot ETH exchange-traded funds (ETFs). This 37-second video emphasizes Ethereum’s potential and questions its role in fostering a less centralized, open-source economy. 

 Earlier this week, Bitwise filed its updated S-1 form with the SEC for its spot Ethereum ETF. The updated form disclosed a $2.5 million seed investment and a $100 million potential share purchase from venture capitalist Pantera Capital. 

 The final approval from the SEC is crucial for these ETFs to begin trading. Although the SEC has approved the 19b-4 form, issuers still require approval for their S-1 forms to proceed. Analysts, such as James Seyffart and Eric Balchunas from Bloomberg Intelligence, have projected that trading could potentially start as early as July 2. 

 "
cointelegraph:d6ac7118e094b:0," Binance integrates USDT on TON, opens transactions ","Fri, 21 Jun 2024 08:38:53 GMT",Cointelegraph,"Binance has announced the successful integration of Tether’s USDT token on The Open Network (TON). 

 According to an official Binance announcement, as of June 21, users can now deposit and withdraw Tether USDTUSD on TON. 

 Related: TON-based DEX aims to simplify cross-chain swaps by removing bridging and wrapping 

 What you need to know 

 The integration allows Binance users more flexibility in moving stablecoin liquidity onto the TON blockchain. 

 The move is expected to improve transaction speeds, reduce fees and offer a cost-effective method for handling USDT transactions. 

 Users are encouraged to check their assigned token deposit addresses and the smart contract address on TON through links provided in Binance’s official announcement. 

 "
u_today:7097d3c0f094b:0,3 Key Shiba Inu (SHIB) Price Levels to Watch for Reversal,"Fri, 21 Jun 2024 08:36:00 GMT",U.Today,"Shiba Inu is in a dire state after the most recent price plunge. However, things may turn around quickly; the cryptocurrency market is certainly known for that. The key levels to watch if you are trying to catch the falling knife will most likely be $0.000018, $0.000015 and $0.0000096. Let's discover why. 

 First off, the significance of the $0.000018 level lies in the fact that it is the recent support level that SHIB must regain in order to exhibit any indications of a possible reversal. In the past, this level has served as a solid area of resistance and support. It is encouraging that SHIB is now consolidating at that level. Shiba Inu/USDT Chart by TradingView 

 Furthermore, the weekly chart's 100 EMA indicates the $0.000015 level, which is a crucial technical indicator. A notable level of support or resistance is frequently the 100 EMA. If SHIB rises above this moving average, it might be an indication that the asset is starting to stabilize and could draw in more buyers. Preserving any bullish momentum and averting additional declines require holding above this level. 

 Finally, representing an important long-term support level is $0.0000096. For SHIB, this level stands as both a psychological barrier and a historical support area. Although a significant pullback from recent highs would be indicated by a drop to this level, long-term investors and those who have not yet received exposure to SHIB might find a compelling opportunity to purchase.  

 There is a good chance of a significant price reversal and a strong accumulation phase if there is a bounce from this level. The price action on the SHIBUSDT charts indicates that these levels are crucial. As seen by the RSI falling below 40 on both the daily and weekly charts, SHIB has entered oversold territory as a result of the recent downtrend, which is the first signal of a reversal. 

 "
cointelegraph:39d617813094b:0,6 months of sideways? Bitcoin price action mimics 2023 lull,"Fri, 21 Jun 2024 08:35:24 GMT",Cointelegraph,"Bitcoin has months of consolidation left if early bull market behavior repeats itself. 

 In his latest market commentary, popular trader and analyst Rekt Capital drew fresh comparisons between Bitcoin BTCUSD price action this year and in 2023. 

 BTC price forms “similar looking range” to 2023 

 Bitcoin may be firmly rangebound since its latest block subsidy halving in April, but the lack of BTC price upside should not concern bulls, Rekt Capital suggests. 

 Looking at Bitcoin bull market phases past and present, he showed that as recently as 2023, BTCUSD experienced extended periods of nonvolatile moves. 

 “Bitcoin tends to form Re-Accumulation Ranges after the Halving,” he summarized on X. 

 Cointelegraph 

 An accompanying chart directly compared the current status quo to a multimonth consolidation phase that spanned the second and third quarters of 2023. 

 Should such a setup be in place now, Bitcoin would remain in its narrow trading corridor for several more months. 

 Other analysis meanwhile argued that this week’s BTC price correction was “long overdue” based on previous bull markets. 

 Here, a chart pitted 2024 against the early innings of the Bitcoin bull market in mid-2016.Cointelegraph 

 Bitcoin hash rate in limbo with price 

 As Cointelegraph reported, the so-called “re-accumulation phase” is being reflected not only in price but also in miner activity. 

 Since the halving cut miners’ per-block subsidy by 50%, a new “capitulation” has begun, per the popular Hash Ribbons metric. 

 This compares the 30-day average hashrate to its 60-day equivalent, and when the former drops below the latter, “capitulation” begins. Historically, such periods have signaled suitable buying opportunities, with the last occurring in Q3 of 2023. 

 “I know it sucks, but BTC is not going to break all time highs until more pain and boredom plays out,” Willy Woo, creator of the onchain statistics platform Woobull, commented about the phenomenon this week. 

 Cointelegraph 

 This article does not contain investment advice or recommendations. Every investment and trading move involves risk, and readers should conduct their own research when making a decision.  

 "
beincrypto:7e998f73e094b:0,Why Is the Crypto Market Down Today?,"Fri, 21 Jun 2024 08:14:36 GMT",Beincrypto,"While the total crypto market cap (TOTAL) did not paint green on the charts, it did not observe many outflows either. Bitcoin’s price is hovering below the crucial support of $64,883, and altcoins such as ZKsync (ZK) are not doing too well either. 

 In the news today:- 

 The Total Market Cap Remains Subdued 

 The total cryptocurrency market capitalization is trying to transform its current uptrend line into a support level after experiencing billions of dollars worth of outflows within this week. The market cap is currently at $2.29 trillion, staying above the important support level of $2.29 trillion. 

 Holding above this key support, If the uptrend line successfully turns into support, it could also breach past the $2.39 trillion resistance level. This is crucial for the market cap to recover and reach the $2.50 trillion mark again. 

 However, if this conversion fails, the uptrend line may become invalid, and TOTAL could potentially drop below $2.29 trillion, likely to $2.20 trillion. 

 Bitcoin’s Price Loses Support 

 Bitcoin’s price at $64,607 failed to rebound from the critical support level of $64,883, a threshold that had been tested multiple times. Although BTC hadn’t indicated an imminent rally, it appeared to be on the path to recovery. 

 However, as Bitcoin’s price failed to maintain the $64,883 support level, it could witness further declines, with prices potentially dropping to $63,700 or even $61,000. 

 On the other hand, if BTC reclaims $64,883, it could bounce back and re-establish $68,500 as a support level. This would catalyze progress towards the all-time high of $73,650. However, this recovery might take some time, given the current market conditions. 

 ZKsync Takes a Hit 

 ZKsync’s price, currently at $0.19, fell below the support of $0.20. Given that the altcoin launched just this week, some volatility is not surprising. This would also bring out key support and resistance levels for the altcoin.  

 At the time of writing, ZK appeared to have fallen 14% over the past 24 hours. This drawdown was in response to probable profit taking following the recent uptick. 

 Further drawdown is possible, but whether ZK can recover from it is the question. 

 "
newsbtc:c0c384b6d094b:0,"3 Reasons To Invest In Ethereum, 1 To Stay Bitcoin-Only: Bitwise CIO","Fri, 21 Jun 2024 08:00:31 GMT",NewsBTC,"In a recent commentary shared on X, Matt Hougan, Chief Investment Officer at Bitwise Asset Management, which ranks as the world’s largest provider of cryptocurrency index funds, detailed why investors should consider diversifying their cryptocurrency portfolio by adding Ethereum (ETH), alongside maintaining a position in Bitcoin (BTC). Hougan offered three compelling reasons for investors to embrace ETH, while also presenting a critical viewpoint for remaining invested solely in BTC. 

 Ethereum Vs. Bitcoin: 3 Reasons Pro-Ethereum 

 Hougan began by emphasizing the importance of diversification within crypto investments. Drawing an analogy to the early days of the internet, he pointed out how difficult it is to predict which technologies or companies will dominate over the long term. “It is very hard to predict the future with precision,” Hougan remarked, referring to investors who bet on early internet companies like AOL and Pets.com, which failed to maintain their initial promise despite the internet’s overall growth. 

 Applying this lesson to crypto, Hougan advised a diversified approach to hedge against similar uncertainties. Ethereum’s current market capitalization stands at approximately $420 billion, which is substantial but still only about one-third that of Bitcoin’s $1.3 trillion market cap. Given these figures, Hougan proposed a default starting allocation of 75% Bitcoin and 25% Ethereum for investors seeking broad market exposure. 

 Hougan’s second point delved into the functional differences between Bitcoin and Ethereum. He described Bitcoin as primarily “a new form of money,” highlighting its design choices aimed at enhancing its utility as a robust monetary system. “Every design choice the Bitcoin ecosystem makes is designed to make Bitcoin the best form of money that has ever existed,” he stated, underscoring Bitcoin’s targeted development toward optimizing its use as a currency. 

 Conversely, Ethereum is characterized by its role as a foundational technology for building new applications that leverage its capability for programmable money. This includes everything from issuing stablecoins to enabling complex decentralized finance (DeFi) ecosystems. 

 “Ethereum’s primary function is making money programmable,” Hougan explained. He argued that the ongoing development within the Ethereum ecosystem provides a broader exposure to the potential applications of blockchain technology, which is still in its nascent stages. 

 The third argument for Ethereum centered on historical performance data. Hougan pointed out that historically, portfolios that included Ethereum along with Bitcoin showed better performance metrics, both in absolute terms and when adjusted for risk, across full crypto market cycles. 

 “My favorite thing about that table is that the +ETH portfolio has both higher returns and a lower maximum drawdown,” he highlighted. This historical analysis suggests that Ethereum could offer better downside protection and higher potential returns, though Hougan cautioned that “past performance is no guarantee of future returns” and noted that in shorter, recent periods, a Bitcoin-only strategy would have outperformed. 

 Counterpoint: Why a Bitcoin-Only Strategy May Be Preferable 

 Addressing the other side of the coin, Hougan discussed why many investors might prefer a Bitcoin-only strategy. This perspective is especially relevant for those concerned with macroeconomic issues like the degradation of fiat currencies and inflation. 

 Hougan posited that Bitcoin’s dominant position and its community’s focus on becoming a new form of money make it likely to continue leading this space. “It has a large lead, and size matters in money,” he stated, supporting the idea that Bitcoin’s simplicity and focused use-case as digital gold could be more appealing for certain strategic investments. 

 “Money is a massive market. There’s plenty of space for BTC to run if it succeeds. […] My view, in a word: If you want to make a broad bet on crypto and public blockchains, you should own multiple crypto assets. If you want to make a specific bet on a new form of digital money, buy Bitcoin,” Hougan concluded. 

 At press time, ETH traded at $3,514.06. 

 "
coindesk:e7fd18b77094b:0,Bitcoin ETFs Post $900M in Net Outflows This Week,"Fri, 21 Jun 2024 07:52:21 GMT",CoinDesk,"Spot bitcoin {{BTC}} exchange-traded funds (ETFs) listed in the U.S. recorded their fifth-straight day of outflows on Thursday, losing over $900 million so far this week. 

 Data tracked by SoSoValue shows that the 11 listed ETFs lost $140 million on Thursday, with $1.1 billion in trading volumes. Grayscale’s GBTC – which has mostly seen outflows since its conversion to an ETF in January – led outflows at $53 million followed by Fidelity’s FBTC at $51 million. 

 BlackRock’s IBIT, the biggest ETF by assets held, was the only product that recorded net inflows at $1 million. Other products saw zero net inflow or outflow activity. 

 Such outflow activity is the worst since late April, which saw $1.2 billion in total net outflows in trading sessions from April 24 to May 2. Inflows since picked up and saw the products add more than $4 billion in the next 19 days of trading – before the ongoing outflow deluge started on June 10. 

 BTC prices have generally suffered in the past few weeks amid $1 billion in sales from large holders, dollar strength and a strong U.S. technology index market. 

 "
u_today:2b186d361094b:0,Michael Saylor Pitches Bitcoin to Dell CEO,"Fri, 21 Jun 2024 07:46:47 GMT",U.Today,"MicroStrategy co-founder Michael Saylor has already pitched Bitcoin to Michale Dell, claiming that it represents ""digital scarcity."" 

 This comes after the chief executive officer of US computer giant Dell recently stirred excitement among Bitcoiners with his Thursday social media post. ""Scarcity creates value,"" Dell wrote on X, seemingly alluding to Bitcoin's fixed supply limit.  

 The cryptic social media post ignited speculation within the cryptocurrency community about what prompted the 59-year-old billionaire to post this statement on his social media account.  

 As reported by U.Today, Dell previously claimed that he was not interested in Bitcoin despite thinking that blockchain, the underlying technology behind the largest cryptocurrency, was ""underrated.""  

 It remains to be seen whether the likes of Saylor can make Dell adopt a more friendly stance toward Bitcoin. In 2020, Saylor's casual social media exchange with Tesla Elon Musk convinced Tesla CEO Elon Musk to buy the largest cryptocurrency.  

 Notably, Dell started accepting Bitcoin in 2014, becoming the largest merchant to embrace the cryptocurrency. However, the computer giant ditched Bitcoin due to low demand in 2017.  

 After failing as a means of payment, Bitcoin has reinvented itself as a store of value that primarily competes with gold. However, not everyone is buying into this narrative.  

 ""Scarcity alone doesn't create value. We also must remember that all value is also subjective,"" a social media user wrote in response to Dell's post. This is a popular talking point among gold bugs like Peter Schiff who believe that scarcity without utility is meaningless.  

 "
cointelegraph:79aa1c4d1094b:0,Fake ID crypto exchange sign-ups attract 2-year prison sentence,"Fri, 21 Jun 2024 07:41:48 GMT",Cointelegraph,"An Australian man has been sentenced to two years in prison for cyber-enabled identity theft, including using fake documents to create online cryptocurrency accounts.  

 On June 21, the Australian Federal Police (AFP) reported that a 31-year-old Aussie man was sentenced at the Melbourne County Court. The man was charged following an international investigation into a website selling fraud-enabling technology linked to over 1 million Australian dollars ($670,000) theft from victims. 

 Operation Stonefish unveils cybercrime network 

 The AFP launched its Operation Stonefish in August 2022 after United Kingdom authorities investigated a website offering spoofing services for as little as 20 British pounds. The site facilitated identity theft and financial fraud. 

 Report Cyber, an Australian Commonwealth Government site for cybercrime reporting, received a complaint from a victim in New South Wales about an unauthorized bank account creation. Cointelegraph 

 AFP inquiries revealed that the Australian man opened accounts on two cryptocurrency exchanges using fake driver’s licenses with the real victims’ details and his own photo. 

 Arrest and evidence seizure 

 In November 2022, AFP officers executed a search warrant at the man’s home in Boronia. They seized blank and fake driver’s licenses, a lost passport and various cards in other people’s names.  

 The authorities also found an encrypted messaging platform on the man’s computer containing discussions about identity-based crime and instruction manuals on creating false documents. The man refused to provide access codes to his devices during the search.  

 Detective Superintendent Tim Stainton emphasized the severe impact of identity theft. He said:  

 “A stolen identity and the use of associated fraudulent documentation can have a devastating impact on people’s lives if sold online or used for criminal purposes,” Stainton added.  

 Conviction and sentencing 

 The Australian man was convicted of several charges under the country’s Anti-Money Laundering and Counter-Terrorism Financing Act 2006 and the Criminal Code. These included providing false information, dealing with proceeds of crime, producing and possessing false documents and failing to comply with a court order. 

 He was sentenced to two years imprisonment, with a 10-month non-parole period. The authorities highlighted that the case underscores the far-reaching consequences of cyber-enabled identity theft and the importance of international cooperation in combating such crimes. 

 "
the_block:748194c58094b:0,"Consensys asks IRS to delay new crypto reporting rules, citing lack of clarity","Fri, 21 Jun 2024 07:24:55 GMT",The Block,"Blockchain development firm Consensys sent a letter to the U.S. Internal Revenue Service requesting the delay of the proposed tax regulation requiring brokers and exchanges to report certain sales of cryptocurrencies. 

 “We must echo our overarching concern … that certain aspects of the regulations do not sufficiently consider the burden on the would-be broker, which currently includes entities that do not traditionally have any reporting obligations,” the letter said. 

 In April, the IRS published an early version of Form 1099-DA, which stems from tax reporting rules proposed last August that said crypto brokers would be treated similarly to traditional brokers for products such as stocks and bonds. Under the proposed rules, entities defined as brokers would need to file 1099-DA forms on behalf of customers in case of certain crypto transactions. 

 In the draft form, the tax agency lists types of brokers as kiosk operators, digital asset payment processors, hosted wallet providers, unhosted wallet providers, and others. 

 Consensys, the developer behind the MetaMask wallet, criticized the draft form for lacking clear instructions and being overly broad in its definition of a broker, potentially leading to multiple parties reporting the same transaction. 

 “For instance, the Draft Form has not been published with instructions for brokers, presenting an insurmountable challenge when asked to create a plan to implement the Draft Form,” Consensys said in the letter. “Said simply, it is unclear how to report in several boxes of the Draft Form.” 

 The blockchain firm also raised concerns about the proposed rules’ ability to address data privacy issues within the crypto industry. In addition to these concerns, Consensys pointed out that brokers face limited time to comply before the upcoming tax filing deadline. 

 “It cannot be more emphatically stated that providing software developers, now proposed to be brokers, with a form that requires manual inputs to complete would single-handedly destroy U.S. companies that publish blockchain user interfaces like self-custody wallets,” the letter added. 

 In an X post, Consensys’ senior counsel Bill Hughes encouraged other firms potentially affected by the tax form to comment on the regulation by Friday. 

 Previously, Ji Kim, chief legal and policy officer at the Crypto Council for Innovation, said on X that the IRS listing unhosted wallet providers as brokers was “unfortunate.” 

 “This fails to recognize, among other things, that a wallet provider, as a software tech provider, does not have knowledge of the nature of transactions processed, nor the identity of the parties to the transaction,” Kim said. 

 Disclaimer: The Block is an independent media outlet that delivers news, research, and data. As of November 2023, Foresight Ventures is a majority investor of The Block. Foresight Ventures invests in other companies in the crypto space. Crypto exchange Bitget is an anchor LP for Foresight Ventures. The Block continues to operate independently to deliver objective, impactful, and timely information about the crypto industry. Here are our current financial disclosures. 

 © 2023 The Block. All Rights Reserved. This article is provided for informational purposes only. It is not offered or intended to be used as legal, tax, investment, financial, or other advice. 

 "
cointelegraph:cea4cabe4094b:0,Binance exec legal battle escalates amid US-Nigeria tug of war,"Fri, 21 Jun 2024 07:08:56 GMT",Cointelegraph,"The Economic and Financial Crimes Commission (EFCC) pressed ahead with its money laundering case against Binance and its executive, Tigran Gambaryan, on Thursday, June 20, prompting a response from his wife, Yuki Gambaryan. 

 According to local media, the EFCC’s lead counsel, Ekele Iheanacho, appeared during the proceedings, allowing the cross-examination of the Nigerian Securities and Exchange Commission Director, Abdulkadir Abbas, to proceed. 

 This development comes just days after a court cleared Gambaryan and Nadeem Anjarwalla — who had fled Nigeria — of tax evasion charges related to Binance in a case brought by the Federal Inland Revenue Service (FIRS) on Friday, June 14. 

 The court decided in a short ruling following new amended charges filed by the FIRS due to a notice from Binance about its appointment of a Nigerian representative, Ayodele Omotilewa. 

 Family reaction 

 In a statement to the press, Gambaryan’s wife expressed her confusion about why the EFCC cannot follow FIRS and release her husband. She also urged the United States government to expedite his release. She said: 

 Lawmakers advocate for Gambaryan’s release 

 Two members of the U.S. Congress, Representatives Chrissy Houlahan and French Hill, met Gambaryan in Kuje Prison in Nigeria on Thursday, June 20. According to Hill, Gambaryan has suffered from malaria and double pneumonia and has lost a lot of weight due to neglect in the provision of medical attention.Cointelegraph 

 Houlahan and Hill have called for Gambaryan’s immediate humanitarian release, given the poor prison conditions and his health state. 

 The lawmakers’ visit came after 18 U.S. Congress members wrote a joint letter to President Joe Biden and Secretary of State Antony Blinken urging them to intervene to end Gambaryan’s detention. 

 Background of the case 

 Binance regional manager Anjarwalla and head of financial crime compliance Gambaryan were detained in Nigeria on Feb. 26. Gambaryan had traveled to the country from the U.S. to participate in the company’s defense against tax evasion and money laundering charges. 

 Binance and its executives faced two separate cases by the FIRS and EFCC. The former centered on tax evasion, while the latter involved money laundering and foreign exchange contravention. 

 "
